Year,Film,AA,CC.BP,DGA,PGA.BP,B.BD,B.BP,CC.BD,GG.SP,GG.BP.D
2011(84th Annual Awards),Meet Monica Velour,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Melancholia,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Midnight in Paris,1,1,1,1,0,0,0,1,0
2011(84th Annual Awards),The Mill & the Cross,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Miral,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Mission: Impossible—Ghost Protocol,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Mr. Popper’s Penguins,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Moneyball,1,1,0,1,0,0,0,1,1
2011(84th Annual Awards),Monte Carlo,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Mozart’s Sister,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),The Muppets,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),The Music Never Stopped,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),My Week with Marilyn,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Mysteries of Lisbon,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),The Myth of the American Sleepover,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),The Names of Love,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),New Year’s Eve,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),No Strings Attached,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Norman,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Of Gods and Men,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Olive,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),One Day,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Our Idiot Brother,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Paranormal Activity 3,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Pariah,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Paul,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Pirates of the Caribbean: On Stranger Tides,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Potiche,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Priest,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),The Princess of Montpensier,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Prom,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Puncture,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Puss in Boots,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Rango,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Real Steel,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Rebirth,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Red Riding Hood,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Red State,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Restless,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Rio,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Rise of the Planet of the Apes,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),The Rite,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),The Roommate,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),The Rum Diary,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Salvation Boulevard,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Sanctum,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Sarah’s Key,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Scream 4,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Season of the Witch,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),A Separation,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Shame,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Shark Night 3D,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Sherlock Holmes: A Game of Shadows,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),The Sitter,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),The Skin I Live In,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Snow Flower and the Secret Fan,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Something Borrowed,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),A Somewhat Gentle Man,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Soul Surfer,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Source Code,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Straw Dogs,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Submarine,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Sucker Punch,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Super,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Super 8,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Take Me Home Tonight,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Take Shelter,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),The Thing,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),30 Minutes or Less,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Thor,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),3,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),The Three Musketeers,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Tinker Tailor Soldier Spy,0,0,0,0,1,1,0,0,0
2011(84th Annual Awards),Tower Heist,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Transformers: Dark of the Moon,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),The Tree of Life,1,1,0,0,0,0,0,0,0
2011(84th Annual Awards),Trust,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Tyrannosaur,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Uncle Boonmee Who Can Recall His Past Lives,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Unknown,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),War Horse,1,1,0,1,0,0,1,0,1
2011(84th Annual Awards),Warrior,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Water for Elephants,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),The Way,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),We Bought a Zoo,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),We Need to Talk About Kevin,0,0,0,0,1,0,0,0,0
2011(84th Annual Awards),Weekend,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),What’s Your Number?,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),The Whistleblower,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),White Irish Drinkers,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Win Win,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),The Women on the 6th Floor,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),X-Men: First Class,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Young Adult,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Your Highness,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Zookeeper,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),The A-Team,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Agora,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Alice in Wonderland,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),All Good Things,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Alpha and Omega,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),The American,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Animal Kingdom,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Another Year,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Anton Chekhov’s The Duel,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Applause,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Barney’s Version,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Biutiful,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Black Swan,1,1,1,1,1,1,1,0,1
2010(83th Annual Awards),Blue Valentine,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),The Book of Eli,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),The Bounty Hunter,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Brooklyn’s Finest,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Buried,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Burlesque,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Cairo Time,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Case 39,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Casino Jack,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Cats & Dogs: Revenge of Kitty Galore,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Charlie St. Cloud,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Chloe,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),The Chronicles of Narnia: The Voyage of the Dawn Treader,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),City Island,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Clash of the Titans,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Coco Chanel & Igor Stravinsky,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),The Company Men,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),The Concert,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Conviction,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Cop Out,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Country Strong,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Crayon,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),The Crazies,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Cyrus,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Date Night,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Daybreakers,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Dear John,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Death at a Funeral,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Defendor,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Despicable Me,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Devil,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Diary of a Wimpy Kid,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Dinner for Schmucks,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Dreamkiller,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),The Dreams of Jinsha,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Drool,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),The Dry Land,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Due Date,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Easy A,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Eat Pray Love,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Edge of Darkness,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Essential Killing,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Expecting Mary,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),The Expendables,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),The Extra Man,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Fair Game,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),The Fighter,1,1,1,1,0,0,0,0,1
2010(83th Annual Awards),Flipped,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),For Colored Girls,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Four Lions,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Frankie & Alice,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),From Paris with Love,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Furry Vengeance,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Get Him to the Greek,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Get Low,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),The Ghost Writer,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),The Girl Who Kicked the Hornet’s Nest,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),The Girl Who Played with Fire,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),The Girl with the Dragon Tattoo,0,0,1,0,0,0,0,0,0
2010(83th Annual Awards),Going the Distance,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Green Zone,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Greenberg,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Grown Ups,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Gulliver’s Travels,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Happy Tears,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),The Harimaya Bridge,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Harry Brown,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Harry Potter and the Deathly Hallows Part 1,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Heartbreaker,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Hereafter,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Hideaway (Le Refuge),0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Holy Rollers,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),How Do You Know,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),How to Train Your Dragon,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Howl,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),I Am Love,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),I Love You Phillip Morris,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),The Illusionist,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Inception,1,1,1,1,1,1,1,1,1
2010(83th Annual Awards),Iron Man 2,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),It’s Kind of a Funny Story,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Jack Goes Boating,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),John Rabe,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Jonah Hex,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Just Wright,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),The Karate Kid,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Kick-Ass,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),The Kids Are All Right,1,0,0,1,0,0,0,1,0
2010(83th Annual Awards),Killers,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),The King’s Speech,1,1,1,1,1,1,1,1,1
2010(83th Annual Awards),Knight and Day,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),The Last Airbender,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),The Last Song,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Lebanon,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Legend of the Guardians: The Owls of Ga’hoole,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Legion,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Let Me In,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Letters to God,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Letters to Juliet,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Life as We Know It,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Life During Wartime,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Like Dandelion Dust,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Little Fockers,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),The Losers,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Lottery Ticket,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Louis,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Love & Other Drugs,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Love Ranch,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),MacGruber,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Machete,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Made in Dagenham,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Mao’s Last Dancer,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Marmaduke,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Megamind,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Micmacs,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Monsters,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Morning Glory,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Mother and Child,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),My Dog Tulip,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),My Name Is Khan,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),My Soul To Take,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Never Let Me Go,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),The Next Three Days,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Night Catches Us,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),A Nightmare on Elm Street,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Nowhere Boy,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),The Nutcracker in 3D,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Ondine,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),127 Hours,1,1,0,1,1,0,1,1,0
2010(83th Annual Awards),OSS 117—Lost in Rio,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),The Other Guys,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Our Family Wedding,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Paranormal Activity 2,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Percy Jackson & the Olympians: The Lightning Thief,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),The Perfect Game,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Please Give,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Preacher’s Kid,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Predators,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Prince of Persia: The Sands of Time,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Pure Country 2: The Gift,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Queen of the Lot,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Rabbit Hole,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Ramona and Beezus,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Red,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Red Hill,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Remember Me,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Repo Men,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Resident Evil: Afterlife,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Robin Hood,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),The Runaways,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Salt,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Saw 3D,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Scott Pilgrim vs the World,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Secretariat,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Sex and the City 2,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),She’s out of My League,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Shrek Forever After,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Shutter Island,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Six Days in Paradise,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Skyline,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),The Social Network,1,1,1,1,1,1,1,1,1
2010(83th Annual Awards),Solitary Man,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Somewhere,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),The Sorcerer’s Apprentice,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Splice,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),The Spy Next Door,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Step Up 3D,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Stone,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Summer Wars,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),The Switch,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Takers,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Tamara Drewe,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Tangled,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),The Taqwacores,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),The Tempest,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Tooth Fairy,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),The Tourist,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),The Town,0,1,0,1,0,0,0,0,0
2010(83th Annual Awards),Toy Story 3,1,1,0,1,0,0,0,0,0
2010(83th Annual Awards),Trash Humpers,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Tron: Legacy,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),True Grit,1,1,0,1,0,1,1,0,0
2010(83th Annual Awards),The Twilight Saga: Eclipse,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Unstoppable,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Wall Street: Money Never Sleeps,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),The Warrior’s Way,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),The Way Back,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Welcome to the Rileys,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),When in Rome,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Wild Grass,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Winter’s Bone,1,1,0,0,0,0,0,0,0
2010(83th Annual Awards),The Wolfman,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),"A Woman, a Gun and a Noodle Shop",0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Yogi Bear,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),You Again,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),You Will Meet a Tall Dark Stranger,0,0,0,0,0,0,0,0,0
2010(83th Annual Awards),Youth in Revolt,0,0,0,0,0,0,0,0,0
2009(82th Annual Awards),Adam,0,0,0,0,0,0,0,0,0
2009(82th Annual Awards),Adventureland,0,0,0,0,0,0,0,0,0
2009(82th Annual Awards),Adventures of Power,0,0,0,0,0,0,0,0,0
2009(82th Annual Awards),Aliens in the Attic,0,0,0,0,0,0,0,0,0
2009(82th Annual Awards),All About Steve,0,0,0,0,0,0,0,0,0
2009(82th Annual Awards),Amelia,0,0,0,0,0,0,0,0,0
2009(82th Annual Awards),American Violet,0,0,0,0,0,0,0,0,0
2009(82th Annual Awards),Amreeka,0,0,0,0,0,0,0,0,0
2009(82th Annual Awards),Angels & Demons,0,0,0,0,0,0,0,0,0
2009(82th Annual Awards),Antichrist,0,0,0,0,0,0,0,0,0
2009(82th Annual Awards),Astro Boy,0,0,0,0,0,0,0,0,0
2009(82th Annual Awards),Avatar,1,1,1,1,1,1,1,0,1
2009(82th Annual Awards),Away We Go,0,0,0,0,0,0,0,0,0
2009(82th Annual Awards),A Beautiful Life,0,0,0,0,0,0,0,0,0
2009(82th Annual Awards),Black Dynamite,0,0,0,0,0,0,0,0,0
2009(82th Annual Awards),The Blind Side,1,0,0,0,0,0,0,0,0
2009(82th Annual Awards),Blood the Last Vampire,0,0,0,0,0,0,0,0,0
2009(82th Annual Awards),The Blue Tooth Virgin,0,0,0,0,0,0,0,0,0
2009(82th Annual Awards),The Box,0,0,0,0,0,0,0,0,0
2009(82th Annual Awards),The Boys Are Back,0,0,0,0,0,0,0,0,0
2009(82th Annual Awards),Bride Wars,0,0,0,0,0,0,0,0,0
2009(82th Annual Awards),Bright Star,0,0,0,0,0,0,0,0,0
2009(82th Annual Awards),Broken Embraces,0,0,0,0,0,0,0,0,0
2009(82th Annual Awards),Bronson,0,0,0,0,0,0,0,0,0
2009(82th Annual Awards),Brothers,0,0,0,0,0,0,0,0,0
2009(82th Annual Awards),Bruno,0,0,0,0,0,0,0,0,0
2009(82th Annual Awards),The Burning Plain,0,0,0,0,0,0,0,0,0
2009(82th Annual Awards),Chandni Chowk to China,0,0,0,0,0,0,0,0,0
2009(82th Annual Awards),Cheri,0,0,0,0,0,0,0,0,0
2009(82th Annual Awards),Cherry Blossoms,0,0,0,0,0,0,0,0,0
2009(82th Annual Awards),Cirque du Freak: The Vampire’s Assistant,0,0,0,0,0,0,0,0,0
2009(82th Annual Awards),Cloudy with a Chance of Meatballs,0,0,0,0,0,0,0,0,0
2009(82th Annual Awards),Coco Before Chanel,0,0,0,0,0,0,0,0,0
2009(82th Annual Awards),Cold Souls,0,0,0,0,0,0,0,0,0
2009(82th Annual Awards),Confessions of a Shopaholic,0,0,0,0,0,0,0,0,0
2009(82th Annual Awards),Coraline,0,0,0,0,0,0,0,0,0
2009(82th Annual Awards),Couples Retreat,0,0,0,0,0,0,0,0,0
2009(82th Annual Awards),Crank High Voltage,0,0,0,0,0,0,0,0,0
2009(82th Annual Awards),Crazy Heart,0,0,0,0,0,0,0,0,0
2009(82th Annual Awards),Creation,0,0,0,0,0,0,0,0,0
2009(82th Annual Awards),Crossing Over,0,0,0,0,0,0,0,0,0
2009(82th Annual Awards),The Damned United,0,0,0,0,0,0,0,0,0
2009(82th Annual Awards),Dance Flick,0,0,0,0,0,0,0,0,0
2009(82th Annual Awards),Daytime Drinking,0,0,0,0,0,0,0,0,0
2009(82th Annual Awards),Did You Hear About the Morgans?,0,0,0,0,0,0,0,0,0
2009(82th Annual Awards),Disgrace,0,0,0,0,0,0,0,0,0
2009(82th Annual Awards),Disney’s A Christmas Carol,0,0,0,0,0,0,0,0,0
2009(82th Annual Awards),District 9,1,0,0,1,1,0,0,1,0
2009(82th Annual Awards),The Dolphin—Story of a Dreamer,0,0,0,0,0,0,0,0,0
2009(82th Annual Awards),Drag Me to Hell,0,0,0,0,0,0,0,0,0
2009(82th Annual Awards),Dragonball Evolution,0,0,0,0,0,0,0,0,0
2009(82th Annual Awards),Duplicity,0,0,0,0,0,0,0,0,0
2009(82th Annual Awards),Easy Virtue,0,0,0,0,0,0,0,0,0
2009(82th Annual Awards),The Eclipse,0,0,0,0,0,0,0,0,0
2009(82th Annual Awards),An Education,1,1,0,1,1,1,0,0,0
2009(82th Annual Awards),Everybody’s Fine,0,0,0,0,0,0,0,0,0
2009(82th Annual Awards),Extract,0,0,0,0,0,0,0,0,0
2009(82th Annual Awards),Fame,0,0,0,0,0,0,0,0,0
2009(82th Annual Awards),Fantastic Mr. Fox,0,0,0,0,0,0,0,0,0
